Item no.,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
2815,27/12/2020 14:33:52,868,836,764,761,767,742
2816,27/12/2020 14:33:52,868,835,764,760,769,742
2817,27/12/2020 14:33:53,867,835,764,760,769,743
2818,27/12/2020 14:33:53,868,836,765,758,768,743
2819,27/12/2020 14:33:53,869,835,763,759,769,741
2820,27/12/2020 14:33:53,869,836,763,760,768,740
2821,27/12/2020 14:33:53,869,836,763,760,766,740
2822,27/12/2020 14:33:53,872,838,764,760,766,741
2823,27/12/2020 14:33:53,870,837,763,760,765,742
2824,27/12/2020 14:33:53,869,836,764,758,765,743
2825,27/12/2020 14:33:54,867,835,764,759,766,743
2826,27/12/2020 14:33:54,868,835,763,760,764,743
2827,27/12/2020 14:33:54,865,831,761,761,763,742
2828,27/12/2020 14:33:54,865,830,761,761,763,739
2829,27/12/2020 14:33:54,863,830,760,760,762,738
2830,27/12/2020 14:33:54,863,832,760,759,763,737
2831,27/12/2020 14:33:54,862,831,760,759,764,735
2832,27/12/2020 14:33:55,862,832,761,757,764,736
2833,27/12/2020 14:33:55,862,834,762,758,763,737
2834,27/12/2020 14:33:55,865,835,761,760,762,740
2835,27/12/2020 14:33:55,865,833,761,760,761,740
2836,27/12/2020 14:33:55,865,833,761,761,760,741
2837,27/12/2020 14:33:55,864,834,762,761,760,741
2838,27/12/2020 14:33:55,865,833,760,761,761,740
2839,27/12/2020 14:33:56,865,833,761,759,762,738
2840,27/12/2020 14:33:56,864,833,758,757,761,737
2841,27/12/2020 14:33:56,865,832,758,755,761,735
2842,27/12/2020 14:33:56,866,832,758,755,762,736
2843,27/12/2020 14:33:56,865,831,759,756,763,736
2844,27/12/2020 14:33:56,862,829,759,757,762,736
2845,27/12/2020 14:33:56,862,829,760,759,763,738
2846,27/12/2020 14:33:57,862,829,759,760,763,739
2847,27/12/2020 14:33:57,859,829,758,758,762,737
2848,27/12/2020 14:33:57,861,830,759,757,763,738
2849,27/12/2020 14:33:57,862,831,758,757,763,738
2850,27/12/2020 14:33:57,859,831,758,757,763,738
2851,27/12/2020 14:33:57,860,832,759,757,766,739
2852,27/12/2020 14:33:57,861,833,758,762,765,739
2853,27/12/2020 14:33:58,860,832,758,760,764,737
2854,27/12/2020 14:33:58,861,831,758,760,763,737
2855,27/12/2020 14:33:58,863,832,760,761,764,737
2856,27/12/2020 14:33:58,863,830,760,764,764,736
2857,27/12/2020 14:33:58,862,829,760,762,764,737
2858,27/12/2020 14:33:58,861,829,758,761,763,736
2859,27/12/2020 14:33:58,862,830,759,760,763,735
2860,27/12/2020 14:33:59,860,828,757,760,764,735
2861,27/12/2020 14:33:59,859,829,758,759,763,736
2862,27/12/2020 14:33:59,860,828,758,757,764,735
2863,27/12/2020 14:33:59,860,827,757,759,763,735
2864,27/12/2020 14:33:59,858,825,755,759,762,738
2865,27/12/2020 14:33:59,860,826,756,756,760,738
2866,27/12/2020 14:33:59,860,827,756,756,761,735
2867,27/12/2020 14:34:00,859,828,755,756,761,736
2868,27/12/2020 14:34:00,859,827,757,755,761,736
2869,27/12/2020 14:34:00,861,827,757,755,762,734
2870,27/12/2020 14:34:00,860,827,757,754,762,733
2871,27/12/2020 14:34:00,860,826,756,754,758,735
2872,27/12/2020 14:34:00,861,826,757,754,757,736
2873,27/12/2020 14:34:00,861,829,755,752,757,736
2874,27/12/2020 14:34:00,860,830,754,753,757,736
2875,27/12/2020 14:34:01,860,831,753,755,752,737
2876,27/12/2020 14:34:01,859,834,752,755,755,737
2877,27/12/2020 14:34:01,859,834,753,757,756,735
2878,27/12/2020 14:34:01,859,831,754,760,755,734
2879,27/12/2020 14:34:01,860,831,755,759,756,734
2880,27/12/2020 14:34:01,858,829,755,759,759,734
2881,27/12/2020 14:34:01,859,827,755,759,759,733
2882,27/12/2020 14:34:02,859,825,755,755,759,736
2883,27/12/2020 14:34:02,861,827,755,755,759,735
2884,27/12/2020 14:34:02,862,827,757,756,758,735
2885,27/12/2020 14:34:02,863,828,756,757,759,734
2886,27/12/2020 14:34:02,865,830,757,758,760,733
2887,27/12/2020 14:34:02,863,830,755,759,759,731
2888,27/12/2020 14:34:02,861,830,757,755,760,731
2889,27/12/2020 14:34:03,858,829,755,755,760,732
2890,27/12/2020 14:34:03,857,828,758,754,758,731
2891,27/12/2020 14:34:03,856,825,758,754,757,731
2892,27/12/2020 14:34:03,857,826,759,755,757,732
2893,27/12/2020 14:34:03,858,826,757,757,757,731
2894,27/12/2020 14:34:03,860,828,758,756,757,732
2895,27/12/2020 14:34:03,860,828,756,757,757,733
2896,27/12/2020 14:34:04,860,828,755,756,758,733
2897,27/12/2020 14:34:04,858,827,755,756,758,734
2898,27/12/2020 14:34:04,857,827,756,757,758,732
2899,27/12/2020 14:34:04,857,825,756,758,759,730
2900,27/12/2020 14:34:04,858,826,756,756,759,731
2901,27/12/2020 14:34:04,857,826,755,756,759,731
2902,27/12/2020 14:34:04,856,825,754,756,759,729
2903,27/12/2020 14:34:05,857,825,753,756,758,730
2904,27/12/2020 14:34:05,856,825,752,756,757,729
2905,27/12/2020 14:34:05,856,824,751,757,756,728
2906,27/12/2020 14:34:05,856,824,752,758,756,727
2907,27/12/2020 14:34:05,857,824,752,756,756,727
2908,27/12/2020 14:34:05,857,823,751,755,756,728
2909,27/12/2020 14:34:05,857,824,752,753,756,730
2910,27/12/2020 14:34:06,857,823,751,751,759,729
2911,27/12/2020 14:34:06,857,823,750,749,757,732
2912,27/12/2020 14:34:06,857,825,751,749,757,732
2913,27/12/2020 14:34:06,857,826,750,749,757,731
2914,27/12/2020 14:34:06,858,825,750,750,756,729
2915,27/12/2020 14:34:06,857,825,752,750,755,730
2916,27/12/2020 14:34:06,858,826,753,752,756,729
2917,27/12/2020 14:34:07,858,824,753,754,757,728
2918,27/12/2020 14:34:07,857,823,754,756,756,728
2919,27/12/2020 14:34:07,855,825,753,758,757,729
2920,27/12/2020 14:34:07,857,824,752,760,755,730
2921,27/12/2020 14:34:07,855,822,752,760,756,728
2922,27/12/2020 14:34:07,856,823,751,759,755,730
2923,27/12/2020 14:34:07,855,822,751,760,754,729
2924,27/12/2020 14:34:07,856,821,751,756,755,728
2925,27/12/2020 14:34:08,853,821,751,755,756,728
2926,27/12/2020 14:34:08,854,821,750,753,756,729
2927,27/12/2020 14:34:08,853,822,750,752,756,729
2928,27/12/2020 14:34:08,853,822,750,750,758,730
2929,27/12/2020 14:34:08,851,822,750,753,757,730
2930,27/12/2020 14:34:08,851,824,751,753,756,728
2931,27/12/2020 14:34:08,850,823,752,754,755,727
2932,27/12/2020 14:34:09,851,820,752,753,753,726
2933,27/12/2020 14:34:09,849,822,750,754,751,727
2934,27/12/2020 14:34:09,849,823,751,753,752,725
2935,27/12/2020 14:34:09,848,820,751,754,752,725
2936,27/12/2020 14:34:09,850,821,750,754,754,725
2937,27/12/2020 14:34:09,848,821,749,755,755,726
2938,27/12/2020 14:34:09,850,819,749,756,754,725
2939,27/12/2020 14:34:10,851,820,748,753,754,726
2940,27/12/2020 14:34:10,850,820,746,753,754,727
2941,27/12/2020 14:34:10,849,823,746,751,753,729
2942,27/12/2020 14:34:10,848,824,748,753,752,728
2943,27/12/2020 14:34:10,848,825,748,750,754,730
2944,27/12/2020 14:34:10,847,824,748,751,752,730
2945,27/12/2020 14:34:10,848,823,749,752,751,728
2946,27/12/2020 14:34:11,847,820,750,753,750,727
2947,27/12/2020 14:34:11,848,819,749,751,751,725
2948,27/12/2020 14:34:11,849,818,749,752,751,725
2949,27/12/2020 14:34:11,850,816,750,753,753,725
2950,27/12/2020 14:34:11,851,818,749,755,753,725
2951,27/12/2020 14:34:11,853,819,749,752,754,725
2952,27/12/2020 14:34:11,853,820,748,753,754,727
2953,27/12/2020 14:34:12,852,820,749,752,754,725
2954,27/12/2020 14:34:12,850,821,747,752,751,726
2955,27/12/2020 14:34:12,849,821,747,752,751,726
2956,27/12/2020 14:34:12,847,819,746,754,749,725
2957,27/12/2020 14:34:12,845,818,748,753,749,724
2958,27/12/2020 14:34:12,845,818,747,755,750,724
2959,27/12/2020 14:34:12,847,817,747,757,751,724
2960,27/12/2020 14:34:13,847,817,748,754,751,725
2961,27/12/2020 14:34:13,847,817,748,755,750,725
2962,27/12/2020 14:34:13,848,818,749,754,748,726
2963,27/12/2020 14:34:13,847,818,750,754,747,725
2964,27/12/2020 14:34:13,848,817,750,753,747,725
2965,27/12/2020 14:34:13,848,817,750,755,746,725
2966,27/12/2020 14:34:13,848,818,749,752,749,725
2967,27/12/2020 14:34:14,848,818,748,754,751,724
2968,27/12/2020 14:34:14,849,820,748,751,751,723
2969,27/12/2020 14:34:14,849,821,748,750,750,723
2970,27/12/2020 14:34:14,848,821,749,748,753,723
2971,27/12/2020 14:34:14,849,821,749,751,752,723
2972,27/12/2020 14:34:14,847,820,748,751,752,724
2973,27/12/2020 14:34:14,846,818,747,754,750,725
2974,27/12/2020 14:34:14,846,819,747,752,751,724
2975,27/12/2020 14:34:15,846,817,747,752,750,723
2976,27/12/2020 14:34:15,845,816,746,753,749,722
2977,27/12/2020 14:34:15,846,817,746,753,749,723
2978,27/12/2020 14:34:15,845,818,747,751,750,723
2979,27/12/2020 14:34:15,846,818,743,751,748,723
2980,27/12/2020 14:34:15,846,819,742,750,747,724
2981,27/12/2020 14:34:15,846,819,743,748,746,724
2982,27/12/2020 14:34:16,847,817,742,748,747,723
2983,27/12/2020 14:34:16,848,816,743,749,746,723
2984,27/12/2020 14:34:16,849,817,746,748,748,723
2985,27/12/2020 14:34:16,848,817,745,750,750,723
2986,27/12/2020 14:34:16,849,818,745,752,750,723
2987,27/12/2020 14:34:16,849,818,745,752,748,724
2988,27/12/2020 14:34:16,850,820,745,750,750,724
2989,27/12/2020 14:34:17,848,818,745,750,748,724
